"diagsum_position"	"reference_align_site"	"nodeid=0"	"nodeid=196"	"nodeid=396"	"nodeid=594"	"nodeid=793"	"nodeid=991"	"nodeid=1192"	"nodeid=1393"	"nodeid=1594"	"nodeid=1792"	"nodeid=1995"	"nodeid=2195"	"nodeid=2394"	"nodeid=2595"	"nodeid=2791"	"nodeid=2996"	"nodeid=3191"	"nodeid=3386"	"nodeid=3590"	"nodeid=3790"	"nodeid=3994"	"nodeid=4189"	"nodeid=4394"	"nodeid=4595"	"nodeid=4797"
"1413"	"1275"	"1.0342185166765603"	"1.0365669266059152"	"1.0451587069922452"	"1.0368057452874417"	"1.0131862618037575"	"1.0205522018076831"	"1.0179579871925275"	"1.025860982489717"	"1.0178628414775266"	"1.0072280824476092"	"1.0319407180724682"	"1.010127968470699"	"1.0086730556444121"	"1.0123251814592082"	"1.002149524751883"	"1.002156140146752"	"1.0217242217108662"	"1.0191488666190525"	"1.0209238214792038"	"1.0149193425142486"	"1.0236583536446806"	"1.0091998288431427"	"1.0144103823611064"	"1.0249791838040612"	"1.006380304576222"
"1414"	"1276"	"0.9724880432154498"	"0.9556331373089016"	"0.9685556736499852"	"1.0049777518558167"	"0.9860058965453485"	"0.9819258400870811"	"0.9625319616539654"	"1.0179961305621175"	"1.001507375201552"	"0.9877649191800634"	"1.032227137378545"	"1.0089064942038044"	"1.01725860321963"	"1.0015964048297534"	"1.0092550411459509"	"1.0100393024316583"	"1.0231774031480911"	"0.9988922067954591"	"1.032673181647323"	"0.9725848244442902"	"0.9918746701116967"	"1.0220836779557423"	"1.0161343719597633"	"1.0146537117087684"	"1.0068987577724562"
"1415"	"1277"	"0.9817645648514033"	"0.9492982813575246"	"0.9262108612531486"	"1.0035932718055984"	"0.9745772491843901"	"0.9877628583285984"	"0.9569840567960308"	"1.0136150259483319"	"1.00663262037215"	"0.9835643269979358"	"1.0244190247406428"	"0.9807928562990302"	"0.9956723141337575"	"1.002487982766507"	"1.0037310840191782"	"1.0029763660439883"	"0.9967007388149377"	"1.0058626954244476"	"1.0201492104492145"	"1.0113101908764637"	"0.9974964645855823"	"1.002111304618534"	"1.0056799658547164"	"1.0063246196071565"	"1.0120202727925414"
"1416"	"1278"	"1.0164014506486454"	"1.0411294351341314"	"1.0407626172646114"	"1.0042894675782976"	"1.0102743721202643"	"1.001036540649678"	"1.007680755943713"	"1.0123068553471337"	"1.027869442170093"	"1.0138300848783826"	"1.0330590222134792"	"1.0121378641897827"	"1.0226208269254748"	"1.0047237223764587"	"1.0149628794441008"	"1.0159314112453273"	"1.0113988761846846"	"1.0187147716775211"	"1.0164835553083476"	"0.9920148095455805"	"1.0037472770136886"	"1.0108324083179854"	"1.0080391403618714"	"1.0185061579288386"	"0.988994986772141"
"1417"	"1279"	"0.980121713631136"	"1.0207909261018375"	"1.0124130716081134"	"0.9864045528696643"	"0.9755300226322128"	"0.9716133215067124"	"0.9973372767386646"	"0.9698296171092492"	"0.9554914489169202"	"0.9687569456239739"	"0.9653939415905921"	"0.969952172866732"	"0.9777861590880548"	"0.9785547941488222"	"0.9559599515891835"	"0.9542202187290817"	"0.9608551781822393"	"0.9897208888319285"	"0.9605059227985753"	"0.958776123772309"	"0.9621384695950618"	"0.9531236024730824"	"0.9574710794554034"	"0.9802014301363661"	"0.9835721156463264"
"1418"	"1280"	"1.0624878996923928"	"1.0557360292497944"	"1.0501068687566897"	"1.0520920361149548"	"1.0540398407069382"	"1.0429537576071848"	"1.0451016530464992"	"1.0728397461813142"	"1.0558014466694554"	"1.0499183416512268"	"1.070877267077431"	"1.0730890640457094"	"1.0562543261032873"	"1.0870542505421457"	"1.0574909078189367"	"1.0561174647246754"	"1.074201270758788"	"1.025530618773547"	"1.0633686261110056"	"1.0361943525249677"	"1.056459003009481"	"1.0639045732473833"	"1.0817456247015549"	"1.0492105713057427"	"1.0754523592973357"
"1419"	"1281"	"0.9186009974546175"	"0.9420520442214005"	"0.9356733438743431"	"0.9516842828681118"	"0.9563481308875477"	"0.9823779875794296"	"0.9552013183872883"	"0.9533369042900981"	"0.9641767980430972"	"0.9798755937751322"	"0.9411207806694073"	"0.956281642116244"	"0.9589051304251857"	"0.9424623396810378"	"0.9465539656058527"	"0.9474969080752662"	"0.9538629759251895"	"0.9678193449881376"	"0.9540194886874688"	"0.997695193410226"	"0.9542765808399153"	"0.960802610242404"	"0.9538820791543159"	"0.9283418243040432"	"0.9351230399505565"
"1420"	"1282"	"1.0195532689794142"	"1.0303858755985575"	"1.037557909521896"	"1.0471875516520828"	"1.0389198422609143"	"0.9606316881708957"	"0.9846949610094706"	"1.0053332577784841"	"1.0276643858458752"	"1.0478198069886768"	"1.0153128629720125"	"1.0347300443012468"	"1.0220347390480742"	"1.006370603519941"	"1.0178108680438258"	"1.0169248939227646"	"1.0150536560049792"	"1.0551547617986583"	"1.0344202888587717"	"1.029899580383139"	"1.039638012557385"	"1.0309310219697618"	"1.0178826358279294"	"1.0170777857337727"	"1.0269712950876597"
"1421"	"1283"	"0.9950994672394953"	"0.9720223896326871"	"0.9757809660319957"	"0.9156469547937218"	"0.9577307539243481"	"0.9616830743168532"	"0.9890808552226351"	"0.9621029336908777"	"0.945515461719175"	"0.9443202121850524"	"0.9599191659438845"	"0.9552239171763023"	"0.9652025776415752"	"0.9475630938338139"	"0.9797673408921374"	"0.9813505537258465"	"0.9630270631546565"	"0.9443163762761125"	"0.9915602113662387"	"0.9509052542570258"	"0.9624043067559198"	"0.9660105203001771"	"0.9623538155200464"	"0.9627480446592438"	"0.968655473030721"
"1422"	"1284"	"0.9828682809042719"	"1.0351967914599864"	"1.0427288414369194"	"1.0241912478545383"	"1.052961237002251"	"1.02037136306848"	"1.0505547394102712"	"1.0076629063293179"	"1.0030925580645913"	"1.0256313232657805"	"0.9982784776704078"	"0.9982396959546904"	"1.0090978461223155"	"1.0180948687086473"	"1.015846565425816"	"1.0162043722067224"	"0.9988215278484905"	"1.0008175342377905"	"0.9964374574210291"	"1.0256448458939318"	"1.0536646480082188"	"1.005027595645558"	"1.009741018011972"	"0.9960302522828817"	"1.0024671522686253"
"1423"	"1285"	"1.0112291399756943"	"1.03208224439218"	"1.021641088500906"	"1.0407476247596417"	"1.0320399514283682"	"1.0040226735610582"	"1.026206509655532"	"1.020477146287642"	"1.0173711608461566"	"1.0543699731756973"	"0.9977044052838097"	"0.9853641654409327"	"0.9809069675261824"	"0.9818707584228072"	"1.011948617889759"	"1.0138122140529058"	"0.9919752468166252"	"1.0442455256253118"	"0.9748273879619525"	"1.0500309538757653"	"1.0506448280887015"	"0.9757305052699304"	"0.9761894678995366"	"1.0210990699106295"	"0.9800222338019401"
"1424"	"1286"	"1.0132484509260569"	"1.0317426217144854"	"1.0369821274727362"	"1.0525913348590166"	"1.0726673853496071"	"1.0433994928122061"	"1.0580649688207735"	"1.008977670883088"	"1.0299549051070618"	"1.0471404583699098"	"1.0072372312147644"	"1.0227922465542834"	"1.0205676109861233"	"1.0303687907086645"	"1.0268580714513063"	"1.0272396250728841"	"1.0250377891770701"	"0.9901940753629086"	"1.0112494152066487"	"1.0440443019111127"	"1.0529148127449097"	"1.01271664357331"	"1.028019337113131"	"1.0297889003163063"	"1.0228991117622608"
"1425"	"1287"	"0.9617865211182418"	"0.940841754367073"	"0.947429518390236"	"0.9525015982148962"	"0.9610268574517823"	"0.9676325686864571"	"1.018922293445248"	"0.9635343455532563"	"0.9421534561515266"	"0.9402888942808798"	"0.9594058274819376"	"0.9554312390618317"	"0.9479775833698456"	"0.953033852702026"	"0.945796900731855"	"0.9450916450967187"	"0.9557346997204101"	"0.9131649875397259"	"0.9523490218912928"	"0.9782841073545152"	"0.9520672104486912"	"0.9741568126340073"	"0.9601970684361819"	"0.9476931890942355"	"0.9408094674915669"
"1426"	"1288"	"1.0005503402844287"	"0.9952923477428611"	"1.0055226144798326"	"0.9604759816909029"	"0.955677461857094"	"1.0067370404941032"	"0.9776633508788776"	"0.9952774013236769"	"0.999584263063919"	"0.9866869220617409"	"0.9917037623180643"	"1.0163288619981448"	"0.9896586872341561"	"0.9965776227382889"	"0.9788499524531806"	"0.9770974561911123"	"0.9940857033761552"	"0.9474900090353021"	"0.9873279623998781"	"0.9629121260398911"	"0.9656774958324578"	"1.0025722174583982"	"1.0049755854173867"	"1.0080585130694009"	"1.0056156552854285"
"1427"	"1289"	"1.0263579689538198"	"1.0603781952373301"	"1.04772576554231"	"1.0278627137963556"	"1.0430359989571183"	"1.0387583993005682"	"1.0703177420544085"	"1.0398618334378549"	"1.0506747649010257"	"1.0488804682342745"	"1.0304790437381917"	"1.0352823962210864"	"1.038827618958886"	"1.032651907411696"	"1.0510129464349025"	"1.0526000467126624"	"1.053396812570159"	"1.0609851826804595"	"1.0389867863610045"	"1.0667724468630195"	"1.0479122128187444"	"1.0467626366594431"	"1.036339252968803"	"1.0396554514667868"	"1.0399679083290176"
"1428"	"1290"	"0.9930820470292251"	"0.9701393301134356"	"0.9672723203968209"	"0.9914385914234394"	"0.9857733301827908"	"1.0092379477493432"	"0.9811748859502856"	"0.9976605777503936"	"0.9890649349121121"	"0.980608741266438"	"0.9714988288764355"	"0.9771108108793205"	"0.9726447902568711"	"0.9985333175848758"	"0.982237640501961"	"0.9816660167038851"	"0.9814103879353293"	"0.9771738231450137"	"0.9933109317533684"	"0.9611860424644144"	"0.9444341485086043"	"0.9852493222920667"	"0.9832591695433543"	"0.9926094612890469"	"1.0113300556910305"
"1429"	"1291"	"0.9887262354325221"	"0.9917925869617172"	"0.9907702585713124"	"0.9675813127190113"	"0.9863019379856458"	"0.992427597767392"	"0.9459646521718693"	"0.9881495279140851"	"0.9810145733961253"	"1.0019345254757686"	"1.0040256415175701"	"0.9622010331770227"	"0.984329795169018"	"0.984964294157"	"0.9869655426780808"	"0.9880941339709943"	"0.9884683915985844"	"1.0120907145573972"	"0.9940076180588512"	"1.0111941244568912"	"0.9850115193051168"	"0.9770756596141635"	"0.9776664274989801"	"0.9760935980369932"	"0.9984720547751335"
"1430"	"1292"	"1.0272712116949527"	"1.0192231709041752"	"1.0078199420295264"	"0.9915912491926561"	"0.977372994484483"	"0.9839871585924291"	"0.9839869698628732"	"0.9647897323601939"	"0.9874317779226413"	"0.9918976056095019"	"0.9632015728581897"	"0.9878951455059974"	"1.0023574463042644"	"0.9945090939983193"	"0.9756371186519166"	"0.97600347744939"	"0.9817463213422252"	"0.9754047272755909"	"0.9878570689073223"	"0.9561413010362377"	"0.9677195703096064"	"0.976986561701987"	"0.9825561241744943"	"0.9885079869115868"	"1.0127285773467931"
"1431"	"1293"	"0.9626890208963711"	"0.9463411379851879"	"0.9302022298314132"	"0.9522040916185902"	"0.9513134962722862"	"0.9548147563889717"	"0.925795912994111"	"0.9610899058172816"	"0.9524765823469741"	"0.9522665728540429"	"0.9698481073862003"	"0.9650049221659137"	"0.9516666152165018"	"0.9838663183610143"	"0.9556458744880016"	"0.9566372627893801"	"0.9522694217121119"	"0.9483389682863134"	"0.9593968547555048"	"0.9656538471199622"	"0.9704768647377112"	"0.9613058217484066"	"0.9647667783737397"	"0.948877990844994"	"0.9465492609354976"
"1432"	"1294"	"1.0236853284159402"	"0.9740984219346978"	"0.9820067092805516"	"0.979550405924085"	"0.9935934696480487"	"1.011127626877445"	"0.9897546977842911"	"1.0000314628397724"	"1.0148191801130084"	"0.9521173534073734"	"1.021834662500396"	"1.026340750192785"	"1.0117064224437913"	"1.0210399755321702"	"1.015080259264835"	"1.0153203241693327"	"1.0185160225244376"	"0.9699004278204933"	"1.0141092555899711"	"0.9803214857546366"	"0.9827001573874681"	"1.0197106630985227"	"1.0290470496111344"	"1.0267099118396128"	"0.9990142374452704"
"1433"	"1295"	"1.0698791533726673"	"1.0247341570842399"	"1.0382557512998278"	"1.0013699179328546"	"1.0274644145150524"	"1.0545441949094951"	"1.0363842526678704"	"1.0667034511407438"	"1.0541123322204544"	"1.0297176427117725"	"1.073881694799565"	"1.0435665216746512"	"1.059275114587847"	"1.046649273432857"	"1.055329780487957"	"1.0548928548255165"	"1.0482997878050362"	"1.0353219599448515"	"1.065226074632139"	"1.0276465989928887"	"1.035342080684897"	"1.0560758969249162"	"1.058298170396002"	"1.0368869957308815"	"1.0592636777648816"
"1434"	"1296"	"1.0044165525776783"	"1.0093323196577282"	"1.0049989583055123"	"1.0138763166601927"	"1.0472011503632408"	"1.0141589646297495"	"1.0054108494969447"	"1.017843197474836"	"1.0121998366703622"	"1.0191279654420575"	"1.0300161729665298"	"1.006916398543369"	"1.0122881287025798"	"1.00622022955573"	"1.0142766022827017"	"1.0146888940443772"	"1.0082975745087335"	"1.0270300901846743"	"1.0170583125038841"	"1.006964119420576"	"1.006917873936362"	"0.9908896208347765"	"1.0064625004582501"	"1.0155191624502486"	"1.0140998182331633"
"1435"	"1297"	"1.0566258135104467"	"1.0359114965117515"	"1.0269630875548343"	"0.9956239831030211"	"0.9985681934303767"	"1.0291751377104825"	"1.0144331599018899"	"1.0584942659856345"	"1.0491951203607703"	"1.0157559700254006"	"1.0502223028977051"	"1.0450992567360693"	"1.0374513668856236"	"1.0398187548459725"	"1.0495180394787575"	"1.0491038908766377"	"1.035827120776987"	"1.0191710351624161"	"1.0297515631114023"	"1.0040212437393545"	"0.9997361338347691"	"1.0327707680278597"	"1.029736128632128"	"1.0489249586427505"	"1.0222564277145145"
"1436"	"1298"	"1.0117765483484509"	"1.0254989982078502"	"1.0093741271163568"	"0.9698896761273779"	"1.0050527197050023"	"1.0020294837773496"	"1.0007059432063556"	"1.0212540241057242"	"1.034928522027477"	"1.035195028910546"	"1.0235762446408079"	"1.0086541290684454"	"0.9843296315524669"	"0.9915473603805124"	"1.0077692613935032"	"1.0068373190690154"	"1.013846601745248"	"0.9729264375253259"	"0.9903359100793855"	"0.9873608314886796"	"0.9935416912490115"	"1.014768728290005"	"1.0112079607449171"	"1.005878508523922"	"1.007186699887555"
"1437"	"1299"	"1.0090218998218714"	"1.0263002488946855"	"1.0298377060653445"	"0.9830996618441251"	"1.002101565599791"	"0.9734223337945088"	"0.9971834961246522"	"1.0099602203594724"	"0.9837063730621608"	"0.9934749185990748"	"1.018291510035137"	"1.0005291594029866"	"0.9865814222926946"	"0.9963793388325"	"1.0107773429576032"	"1.0106963129870747"	"1.0230538951109627"	"1.0248423829399305"	"0.9969364000994547"	"1.0419506825797817"	"1.0476592527865651"	"1.0326865910343377"	"1.0275217057160397"	"0.9975129483431426"	"1.0006843065633486"
"1438"	"1300"	"0.957297384698774"	"0.968160847248461"	"0.9739655870910001"	"0.9689777621884028"	"0.9793879897281262"	"0.9811678896127108"	"0.9993397802290922"	"0.9394284913098682"	"0.941453599773769"	"0.9665845663918183"	"0.9731195959021786"	"0.987576436850121"	"0.9660521147532816"	"0.977945525169448"	"0.955833314639053"	"0.9539825246637463"	"0.9540275636630778"	"0.9652437578997134"	"0.968278852369218"	"0.977357986175608"	"0.9620147741645781"	"0.961319670226824"	"0.9724479400319207"	"0.9516332041570568"	"0.9708756199303219"
"1439"	"1301"	"1.0011947921337239"	"0.9874457764371642"	"0.9925762679517635"	"1.0025674092199455"	"1.0316050513304078"	"1.0158016429947188"	"1.038488085199813"	"1.005280341345813"	"1.0196998780725746"	"1.0294219388415318"	"1.0276038905829739"	"1.020705776735827"	"1.0258490826863735"	"1.0020948301514943"	"1.0241147744638577"	"1.0239729934421815"	"0.9992452883396525"	"1.0204977919234164"	"1.0120104959700473"	"1.0239692834815741"	"1.0338399012106378"	"1.0143681754701086"	"1.0179122623307773"	"0.9921320161762477"	"1.0077306624875666"
"1440"	"1302"	"1.0100584019183116"	"0.9952011625858452"	"1.0004240960144126"	"0.9849945344182605"	"1.0023893307597482"	"1.002550501179395"	"1.011180061539311"	"0.9795494757097937"	"1.001458364199478"	"1.021138322917852"	"0.9889012211096722"	"1.0123401173997608"	"0.9949814626560671"	"0.9983933006692863"	"1.0120857255815183"	"1.0120153720082878"	"1.0093938493977894"	"1.0058067508323492"	"1.0192548140395175"	"0.9971727359667495"	"1.0082867003661735"	"1.0052202118646114"	"1.0047047375596734"	"1.0030129411602595"	"1.0033904231189161"
"1441"	"1303"	"1.0253000008096658"	"1.0232732311103083"	"1.017384153260965"	"0.9635886759763128"	"1.0108689487725928"	"0.9827191376194796"	"1.0100636316188991"	"1.0051839240854774"	"1.0113570260114164"	"1.0350922749573883"	"0.9726130012294715"	"0.971398288018852"	"0.9776367981433071"	"0.9880978512677331"	"0.9862589099153249"	"0.9867650362690441"	"0.9888549938449473"	"0.9923101402702524"	"0.9894024648474222"	"1.0252953145651793"	"1.015109158439651"	"0.9874054291841015"	"0.9881793230245738"	"1.0089858740986184"	"0.9972855083169356"
"1442"	"1304"	"1.0204262927287986"	"1.0403062071823934"	"1.0344433529080699"	"1.078873285328117"	"1.030962997785533"	"1.0094489690313297"	"1.017113459454778"	"1.0013651145310531"	"0.9937013699561998"	"1.0324313308032775"	"0.9800268371417411"	"0.9989822839756355"	"1.009104840857871"	"1.0073940482957415"	"1.019009493297922"	"1.0183055560012029"	"1.0081620116248988"	"1.0333499818793919"	"1.0078047781563355"	"1.0414372326760597"	"1.0416886511781462"	"1.012406880112553"	"1.005964246446917"	"1.0244788735205375"	"1.0231669214035317"
"1443"	"1305"	"0.9435086232197292"	"0.9741237304064921"	"0.9893109827544185"	"0.9942540142661443"	"0.9586924204252004"	"0.9633765848752708"	"0.9578637818553284"	"0.9539228918174845"	"0.9390723097873639"	"0.9572986060285018"	"0.9402873481941638"	"0.9552869787521148"	"0.9521727723351902"	"0.9411165030963013"	"0.9615986155603262"	"0.9606965369409424"	"0.9660482291999473"	"0.9826369952462571"	"0.9581026597090502"	"0.9787482516452904"	"0.9811234834632052"	"0.9631290870729813"	"0.9545730750252925"	"0.9751881517864146"	"0.9426796769574672"
"1444"	"1306"	"1.0708844505797184"	"1.0108024537913138"	"0.9955070106174154"	"1.0407246714059202"	"1.057801797636296"	"1.0324643998770542"	"1.0538430431405341"	"1.067318957952684"	"1.0386722190719797"	"1.0064377311901984"	"1.063891616879638"	"1.0591331525581145"	"1.02808422657268"	"1.0512863204565746"	"1.0298211446763914"	"1.026584026815641"	"1.0244104576753463"	"0.9969755801548241"	"1.0129373378537616"	"0.9940531995679454"	"0.9957894578476066"	"1.0245892505556053"	"1.0278001827566279"	"1.0240269023470447"	"1.037699137479571"
"1445"	"1307"	"0.9535089888226286"	"1.0000869764328648"	"1.0082713185254084"	"0.9780586070578321"	"0.9913336593629255"	"0.9938589430202562"	"1.0100250661342174"	"0.9906186496998665"	"1.0014154923457594"	"0.9866983872239209"	"0.9993219232250204"	"0.9626472068430144"	"0.9991047372924412"	"0.9522924428072959"	"0.9850238892766885"	"0.9820777929986635"	"0.9815434043009649"	"0.9919511415173663"	"0.9950819030585252"	"0.9850502454286528"	"0.9953015099414173"	"0.9956104632881017"	"0.9774328945107544"	"0.9532014130994375"	"0.9671316024636024"
"1446"	"1308"	"0.9641212134325367"	"0.939329325444564"	"0.9560450151411272"	"0.9434100996184582"	"0.9504155903600436"	"0.9798457347790357"	"0.9699388960030687"	"0.9807725135967084"	"0.9814788300879842"	"0.9678968665473301"	"0.9992381776071214"	"0.9844414054998295"	"1.0101006935895487"	"0.994183707624667"	"0.983493328762977"	"0.9817299607038172"	"0.9865999646211867"	"0.9791792750007923"	"0.9928547292745307"	"0.9481961186658971"	"0.9455149487955471"	"0.9806976353039694"	"0.978745358969711"	"0.9815912567800403"	"0.9761854376776271"
"1447"	"1309"	"1.0176944649017003"	"1.0141849176820312"	"1.0226277938282236"	"1.0068951339199186"	"1.003930828289469"	"1.0232572039615602"	"0.9892221573283407"	"0.9949632351136299"	"0.9981596083901626"	"1.0318729349151208"	"0.986360638414723"	"1.007110267726328"	"1.0150167034139694"	"1.0251778476432418"	"1.0138717733791334"	"1.0107232426699306"	"1.0149612561713088"	"1.0540784917702712"	"1.0163538525717326"	"1.0146574997500384"	"1.010951328283353"	"1.0156688389673254"	"1.0253599196037642"	"1.0282287084649528"	"1.0201071586062342"
"1448"	"1310"	"0.9991486136795206"	"0.9772973434712457"	"0.9891291674308867"	"0.9818286599014794"	"0.963502357982198"	"1.0187207269444816"	"1.0185267291708195"	"0.9957163080188781"	"1.0123191767812398"	"0.9871885079674365"	"0.9767636741385122"	"0.9908044981572809"	"1.0019503415611009"	"1.009990611175617"	"0.9845429219269302"	"0.9798363527545785"	"0.999694052319994"	"0.9816688113915256"	"1.0082923565112147"	"0.9873490337069085"	"0.975729293322679"	"1.009153021031006"	"1.0152160884434633"	"1.0221057358126133"	"0.9924946484545526"
"1449"	"1311"	"1.0555468716130698"	"1.0818306579292445"	"1.0913505271737274"	"1.0524895255238642"	"1.0612164978292624"	"1.042090832548641"	"1.0702730828896192"	"1.051955705336322"	"1.056135615304424"	"1.0804679922980467"	"1.0688681581263273"	"1.082851960894212"	"1.065150337810205"	"1.0716970951217144"	"1.0704944000951722"	"1.076075103334769"	"1.0631803212655033"	"1.087720442584714"	"1.08460160610518"	"1.0961938524004207"	"1.0810502911224193"	"1.0572447570143761"	"1.0641311840146728"	"1.06323789405857"	"1.0692313803174547"
"1450"	"1312"	"1.0218294078349908"	"1.0668785190813943"	"1.0709395954223215"	"1.075505455285712"	"1.0824500484110864"	"1.034206473102967"	"1.0749290072797022"	"1.0317838254417564"	"1.0473533471939882"	"1.0757989392596077"	"1.0502109047146333"	"1.0812976575124742"	"1.0805052608197134"	"1.0754744247531094"	"1.0562120160111375"	"1.0593131454613178"	"1.0397015868225914"	"1.0623133341137003"	"1.0200429856042197"	"1.0997832360451838"	"1.0947480589775354"	"1.029563679449219"	"1.027648937570925"	"1.0538202758833262"	"1.0397476104433572"
"1451"	"1313"	"0.9544898392005362"	"0.9456458781603891"	"0.9520471313769211"	"0.9208794681461424"	"0.9695969039908379"	"0.9582452168030927"	"0.9536690459888001"	"0.986429794690015"	"0.9911986233884144"	"0.9550211549705031"	"0.988711802552762"	"0.9711465419117776"	"0.9933201028627755"	"0.9864039281340494"	"0.9686603276237109"	"0.9723870621539448"	"0.9758904118051399"	"0.9169106629228484"	"0.9739933936884654"	"0.9184514701218801"	"0.9271589253452117"	"0.9790152791774249"	"0.9637289443620949"	"0.9833276864458168"	"0.9887458567544883"
"1452"	"1314"	"1.0304348978069053"	"0.9725854857713512"	"0.977382910213907"	"1.0060327969249172"	"0.9909926422925183"	"1.0344697185237788"	"0.9744567564930203"	"1.0303141030910734"	"1.0245842796099658"	"0.9829107288257236"	"1.034907188141403"	"1.0385365503286363"	"1.0416257327138017"	"1.0394716311094707"	"1.0442668464396703"	"1.0499847616800506"	"1.0657116255691412"	"1.0109322109675993"	"1.0400535098885881"	"1.023820936726585"	"1.0167125939904322"	"1.0589213500281651"	"1.0417393766577505"	"1.047377809771376"	"1.0467409713403448"
"1453"	"1315"	"1.0374893951822441"	"1.00948886648726"	"1.0006844966585815"	"1.0320204551722474"	"1.0163170745092664"	"1.0521199849347547"	"1.0092638373164158"	"1.0482755880003853"	"1.0445455430235595"	"1.0063744222681021"	"1.0306309968048504"	"1.0226221826993793"	"1.0242263348509033"	"1.0143174282017966"	"1.0300667232624903"	"1.0374847907543923"	"1.0484193802394253"	"1.0162294034585933"	"1.0605377224472257"	"1.0299069002950323"	"1.0385027440058394"	"1.0398272481246749"	"1.030164101147917"	"1.0483447118798066"	"1.0476772318038334"
"1454"	"1316"	"0.9880018561159885"	"0.9813354284065887"	"0.9790380685550565"	"0.928580180063362"	"0.9722224891057587"	"0.9192493509820509"	"0.9528235409828113"	"0.96827914431698"	"0.97740607268353"	"0.944099321940533"	"0.9780211469424606"	"0.9538289010662031"	"0.9511431717399015"	"0.9429425395989216"	"0.9654638841517306"	"0.969188128529611"	"0.982075413390147"	"0.9729709929064241"	"0.9753182261982986"	"0.9820105951150884"	"0.9623893790181586"	"0.9620371119199748"	"0.9589388585635016"	"0.9799876205033364"	"0.9493231735242047"
"1455"	"1317"	"0.975000999916548"	"1.0294715770772387"	"1.0200663332678785"	"0.9909317608152676"	"0.9862073698851829"	"0.9865783522294213"	"1.0056290869921056"	"0.9912229830000605"	"0.9905334382798823"	"0.9854832842135364"	"0.9729144930653362"	"0.9839395929323768"	"0.9895375661576153"	"0.9631024782543164"	"0.96504700786582"	"0.9647589911337976"	"0.9768816999299462"	"0.9875644634618256"	"0.9736833534634076"	"0.9753739796249228"	"0.9996383741552533"	"0.9910791148980858"	"0.985128567409479"	"0.9660077533423138"	"0.9672597854646287"
"1456"	"1318"	"0.957837134722234"	"1.0023981146977463"	"0.9974130322058677"	"1.009488542008106"	"1.0016003255842691"	"0.8979164127017129"	"0.9584478405979392"	"0.9899154161257842"	"0.9878210806557475"	"1.0380521307029382"	"0.9697973912968635"	"0.9906855985130959"	"0.9850956485497528"	"0.9734557532079364"	"0.9950080519830582"	"0.9891426619035627"	"0.9940855679139716"	"1.0042111014167732"	"0.9872383524621213"	"1.0215636180881396"	"1.0136769478165402"	"0.9953079107217248"	"0.991221718594395"	"0.9823444195108247"	"0.9765673210899626"
"1457"	"1319"	"1.0193344873459824"	"0.9723116945749996"	"0.9587314638498083"	"1.0015335994421357"	"1.0093590570678626"	"1.019507784852142"	"1.0025808268118885"	"0.9945863402144764"	"1.0196115587525958"	"1.0141039276840247"	"1.0309156155113544"	"1.0170877352044576"	"1.0291612278390965"	"1.006894532919689"	"1.0101983799608647"	"1.0090305078921669"	"1.002593417854354"	"0.999482126297232"	"1.0050681856994879"	"0.9957519025571491"	"0.9855487375957476"	"1.0032798320829504"	"1.0205080457463476"	"0.9547575624866173"	"0.9966327480167267"
"1458"	"1320"	"1.0000862041395406"	"1.0030871075494812"	"1.0116101020460475"	"1.0460836456939153"	"0.9971549475103343"	"1.0234546400114726"	"1.0010168246633586"	"0.9984677791590277"	"0.9883229208607068"	"1.0163783047955233"	"0.9900646037174731"	"1.014492250719547"	"1.004956177546642"	"0.9943448239531795"	"1.010490508456557"	"1.017657668376245"	"0.9956550640598003"	"0.9815102199248472"	"0.9923797420865585"	"0.9803912414416694"	"1.0149050711168464"	"1.0080622989185977"	"0.9962297762495648"	"0.995381740078056"	"0.9997062164481278"
"1459"	"1321"	"1.0411416539165161"	"1.0117714710299988"	"1.0048781693693893"	"0.9853595147897293"	"1.0062543028323852"	"1.0337854630405636"	"1.0408350680404266"	"1.0181659015195568"	"1.0187851796481633"	"0.9775148435966552"	"0.9966199935216884"	"1.0313256207361157"	"1.0088366224958372"	"1.0086515736904929"	"1.0127865454402971"	"1.0136212086299283"	"0.9990270570983052"	"0.9831038634955162"	"1.0096065006840638"	"0.9773505399192558"	"0.9826142760194233"	"0.992726204641166"	"1.0073136264852576"	"1.0458691710126102"	"1.0344429146625485"
"1460"	"1322"	"0.9773801354341901"	"1.0042773168886048"	"0.9969285695635692"	"0.9827192829591721"	"1.0164855441078917"	"0.9708593252952773"	"1.005988435861188"	"1.001566262873319"	"0.980213584899269"	"0.9823928148340582"	"0.9870416409509217"	"0.9809395930525387"	"0.966087013479003"	"1.0192016594929287"	"0.9856263889039486"	"0.9826556939586284"	"1.0009853067234677"	"1.025644709569608"	"0.9762039706194213"	"0.9891202889792065"	"1.012166772444932"	"0.9839621560826521"	"0.9916880787232246"	"0.9969014023523931"	"0.9881295053309487"
